variant,month,validation_design,method,max_rel,p99_rel,meaningful_max_rel,mae
average_clipped,0,development,residual_ensemble_5001,0.010800110243013073,0.009428734336986001,0.010800110243013073,0.021304516755681225
average_clipped,0,development,direct_ensemble_5001,0.007815806391726122,0.00680559524378398,0.007815806391726122,0.01791128716961794
average_clipped,0,independent,normal_moment_baseline,0.1296243798530216,0.12640377128669816,0.1296243798530216,0.535843204297551
average_clipped,0,independent,residual_hermite_2001,0.009901797412341215,0.008429999182090952,0.009901797412341215,0.015494176036489612
average_clipped,0,independent,residual_hermite_5001,0.007313848033919249,0.006850086112675855,0.007313848033919249,0.019347540509540705
average_clipped,0,independent,residual_local_5001,0.024064761115243846,0.020326731482937316,0.024064761115243846,0.03327836536452361
average_clipped,0,independent,residual_nystrom_5001,0.006274251571526942,0.005823065852340652,0.006274251571526942,0.017795850654548313
average_clipped,0,independent,direct_hermite_2001,0.00959693277146495,0.00819287752074738,0.00959693277146495,0.01529427756780367
average_clipped,0,independent,direct_hermite_5001,0.006868805618749088,0.006393190597590702,0.006868805618749088,0.01913054858123279
average_clipped,0,independent,direct_local_5001,0.021899921074598986,0.017197418799084947,0.021899921074598986,0.02513791228508575
average_clipped,0,independent,direct_nystrom_5001,0.01614123550687792,0.01339956084568612,0.01614123550687792,0.02135834658141396
average_clipped,0,independent,weighted_sparse_chebyshev_2001,0.007266390587902472,0.007254858378181166,0.007266390587902472,0.015530759150700481
average_clipped,0,independent,weighted_sparse_chebyshev_5001,0.007629205830392921,0.0071546279867000274,0.007629205830392921,0.01526507807992471
average_clipped,0,independent,sparse_chebyshev_2001,0.007390186115589361,0.0072430948547474215,0.007390186115589361,0.01555750841782263
average_clipped,0,independent,residual_ensemble_5001,0.011104027796983766,0.009373206615322668,0.011104027796983766,0.018814856885256342
average_clipped,0,independent,direct_ensemble_5001,0.010363249480618134,0.008616376180712343,0.010363249480618134,0.01739445702683047
