case_id,product,method,max_rel,p99_rel,p95_rel,mean_rel,meaningful_max_rel,mae,max_abs,overshoot_rate,max_scaled_overshoot
european_01_tau_0.15,european,adaptive_pspline,0.003950476860213328,0.0038675163671289844,0.0035396954795075416,0.001017921441559094,0.0032350655776527447,0.0020982724053640184,0.008471125790350698,0.04239401496259352,7.213183811581081e-06
european_01_tau_0.15,european,free_knot_spline,0.003955225270103091,0.003878194839172163,0.0035340326823180557,0.0010225829601596523,0.0032383597334078376,0.0022338918571417695,0.009394886746576958,0.04987531172069826,1.8718533204967324e-05
european_01_tau_0.15,european,loess,0.003953030058068309,0.003868792443238398,0.0035367648626040906,0.0010195479612930295,0.0032343609924543834,0.00216797722639265,0.008467104818892679,0.0399002493765586,9.386814522746276e-06
european_01_tau_0.15,european,matern_gp,0.003954533799695077,0.003870460432257004,0.003538230662066073,0.001018596961543554,0.003236118559085034,0.002122602439674876,0.008502096357430489,0.00997506234413965,3.020113512625394e-08
european_01_tau_0.15,european,chebyshev,0.003946274377263985,0.0038475025956445493,0.003523334800879445,0.0010177183246265933,0.003256621146730895,0.0020957342321194423,0.008830330771013806,0.057356608478802994,5.810195988934796e-06
european_01_tau_0.15,european,piecewise_chebyshev,0.0039879153143846414,0.003910775996646931,0.0035458509757972704,0.0010187519166162142,0.003214177463525292,0.0020921827788103987,0.008858856608021881,0.057356608478802994,1.3276364438626805e-05
european_01_tau_0.15,european,bernstein,0.003952309876455648,0.0038654210228507868,0.003540889480036602,0.0010180376696885317,0.0032447096394506688,0.002101243948525675,0.008954217164106382,0.04738154613466334,6.689811529855875e-06
european_01_tau_0.15,european,floater_hormann,0.003949101307895716,0.003873585790366144,0.0035382306238930703,0.0010179474332831819,0.0032390940032633758,0.002098733988566703,0.00852104125017128,0.0,0.0
european_01_tau_0.50,european,linear,0.0040272475971033315,0.003818200157617581,0.0034654770154535003,0.0009995097148789273,0.003357640786667918,0.004252251045346787,0.017549459617399066,0.0,0.0
european_01_tau_0.50,european,pchip,0.004103298073524259,0.0040272475971033315,0.0037262334562933666,0.001135350259413558,0.0035041872861556905,0.005211739289767312,0.0176303460510141,0.0,0.0
european_01_tau_0.50,european,akima,0.004102621689308471,0.0040272475971033315,0.003726866251747478,0.0011353525354662632,0.003503746985999813,0.0052114156048907725,0.01766875302375226,0.0,0.0
european_01_tau_0.50,european,makima,0.004104553304262925,0.0040272475971033315,0.00372493370184458,0.0011353442919266538,0.0035051882675984332,0.005211594173153637,0.017640763178523144,0.0,0.0
european_01_tau_0.50,european,natural_cubic_interpolation,0.004102215000237659,0.004027247597031933,0.003727332857359172,0.0011352876005763842,0.003503356071348961,0.00520827876033528,0.017644423971393763,0.0,3.563755039576509e-11
european_01_tau_0.50,european,bspline_regression,0.00413401743589103,0.004047334015867117,0.0037083078134430114,0.0011355856759805187,0.0034916255138905524,0.005211491867886279,0.017357429362217403,0.04239401496259352,1.6248712348782423e-05
european_01_tau_0.50,european,natural_cubic_regression,0.004039591635309913,0.003982081519937458,0.0037192308746223147,0.001139879377929381,0.0035287272034977423,0.005578420048515471,0.02607188412686412,0.05236907730673317,2.1076916221070953e-05
european_01_tau_0.50,european,cubic_smoothing_spline,0.004102215000237659,0.004027247597031933,0.003727332857359172,0.0011352876005763842,0.003503356071348961,0.00520827876033528,0.017644423971393763,0.0,3.563755039576509e-11
european_01_tau_0.50,european,pspline,0.0041003932973821275,0.004009487859290798,0.0037362047337728328,0.0011353604515267485,0.0035069464906200684,0.005211405129004277,0.017861560368586993,0.057356608478802994,1.5441674663957808e-05
european_01_tau_0.50,european,adaptive_pspline,0.0041003970657636475,0.00400951245155824,0.003736193294876684,0.0011353605309717743,0.00350694139896048,0.005211403237939907,0.017861577825922126,0.057356608478802994,1.544081069308516e-05
european_01_tau_0.50,european,free_knot_spline,0.004079498061743117,0.004018832633053868,0.0037135710284264337,0.0011351681706053356,0.0034970041909611676,0.005198979268729191,0.023867889440126078,0.05236907730673317,1.8918400699078848e-05
european_01_tau_0.50,european,loess,0.00410072996593193,0.0040260675663209376,0.0037260907959403267,0.0011367392626294047,0.003501555095234463,0.00534259538295211,0.01766283212518971,0.04239401496259352,1.741222642225213e-05
european_01_tau_0.50,european,matern_gp,0.004102210304409932,0.004027245053273075,0.003727326320577049,0.0011361288442726524,0.0035033514086525303,0.005269620122536562,0.022555179016208626,0.02493765586034913,4.964468928438407e-08
european_01_tau_0.50,european,chebyshev,0.004135226047574174,0.004045267683112235,0.003697495020735505,0.0011354344826516253,0.003486659482796289,0.005205589256151798,0.018303742216311036,0.04987531172069826,1.4625955406490309e-05
european_01_tau_0.50,european,piecewise_chebyshev,0.004092292291951744,0.004044082542871858,0.00373573207201748,0.001136031567613538,0.0035081873165314003,0.005202066518014722,0.018660501601623025,0.04987531172069826,1.9001430311017162e-05
european_01_tau_0.50,european,bernstein,0.004114429550550525,0.004039604988917531,0.0037279346085160965,0.0011355962834108382,0.0035025753741998933,0.005220001726474262,0.018650782267862098,0.05236907730673317,1.4110339744416145e-05
