option_type,strike,vol,maturity,time,tau,method,detail,max_rel,p99_rel,mae,max_abs
put,120.000000,0.200000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0051193168,0.0034078709,0.0119574285,0.1290825306
put,120.000000,0.200000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0032023053,0.0031624117,0.0031966307,0.0110272953
put,120.000000,0.200000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0022997900,0.0022863144,0.0028939604,0.0082322772
put,120.000000,0.200000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0032662794,0.0032425393,0.0027605602,0.0121055169
put,120.000000,0.200000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0031310345,0.0030982032,0.0030370793,0.0114924632
put,120.000000,0.200000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0017749436,0.0010548686,0.0091195505,0.0919077687
put,120.000000,0.200000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0027512837,0.0027184700,0.0017224261,0.0130330323
put,120.000000,0.200000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0037147258,0.0036963689,0.0018833700,0.0078128385
put,120.000000,0.200000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0031780357,0.0031694338,0.0015763196,0.0074136244
put,120.000000,0.200000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0029427459,0.0029345913,0.0050221429,0.0369352493
put,120.000000,0.200000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0039952711,0.0039338169,0.0011521342,0.0055839814
put,120.000000,0.200000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0038440775,0.0036305014,0.0036763362,0.0370900123
put,120.000000,0.200000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0032333409,0.0030876114,0.0049645437,0.0439383191
put,120.000000,0.200000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0051420067,0.0050555586,0.0064371364,0.0344178163
put,120.000000,0.200000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0023932275,0.0023879642,0.0107875307,0.0906032849
put,120.000000,0.200000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0045663750,0.0044778017,0.0126941777,0.1039005308
put,120.000000,0.200000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0110256199,0.0109028783,0.0043421010,0.0208731648
put,120.000000,0.200000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0055219113,0.0054959913,0.0105114980,0.0735563797
put,120.000000,0.200000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0104983912,0.0103734159,0.0063157231,0.0457376714
put,120.000000,0.200000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0036229152,0.0035916130,0.0029563567,0.0147152482
put,120.000000,0.200000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0049465656,0.0046463674,0.0022757969,0.0289999634
put,120.000000,0.200000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0039634474,0.0038058883,0.0020646724,0.0072252511
put,120.000000,0.200000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0066088073,0.0064804769,0.0027399848,0.0160521303
put,120.000000,0.200000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0025412441,0.0024853071,0.0042338308,0.0499548394
put,120.000000,0.200000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0034642771,0.0034455951,0.0029773507,0.0118933562
put,120.000000,0.400000,0.500000,0.100000,0.400000,log B-spline,"d1, knots=12",0.0072339106,0.0071090174,0.0054061049,0.0229034934
put,120.000000,0.400000,0.500000,0.100000,0.400000,log Chebyshev,"d1, degree=7",0.0023391767,0.0022942783,0.0116326481,0.1050546525
put,120.000000,0.400000,0.500000,0.100000,0.400000,log polynomial,"spot, degree=9",0.0043862910,0.0042557431,0.0166456823,0.1381369538
put,120.000000,0.400000,0.500000,0.200000,0.300000,log B-spline,"d1, knots=12",0.0075094618,0.0073484282,0.0039455166,0.0157218366
put,120.000000,0.400000,0.500000,0.200000,0.300000,log Chebyshev,"d1, degree=7",0.0038340261,0.0036709690,0.0037426903,0.0179010710
put,120.000000,0.400000,0.500000,0.200000,0.300000,log polynomial,"spot, degree=9",0.0050962596,0.0049937706,0.0036261777,0.0133993043
put,120.000000,0.400000,0.500000,0.300000,0.200000,log B-spline,"d1, knots=12",0.0079959450,0.0078686888,0.0033436890,0.0128426095
put,120.000000,0.400000,0.500000,0.300000,0.200000,log Chebyshev,"d1, degree=7",0.0023770600,0.0023727365,0.0037347785,0.0354554773
put,120.000000,0.400000,0.500000,0.300000,0.200000,log polynomial,"spot, degree=9",0.0049394349,0.0049107080,0.0102422388,0.0933818301
put,120.000000,0.400000,0.500000,0.400000,0.100000,log B-spline,"d1, knots=12",0.0065835318,0.0061049122,0.0023574239,0.0095783157
put,120.000000,0.400000,0.500000,0.400000,0.100000,log Chebyshev,"d1, degree=7",0.0041500864,0.0039566246,0.0024338033,0.0219408906
put,120.000000,0.400000,0.500000,0.400000,0.100000,log polynomial,"spot, degree=9",0.0050626053,0.0048917780,0.0028447489,0.0125759019
put,120.000000,0.400000,1.000000,0.200000,0.800000,log B-spline,"d1, knots=12",0.0090587688,0.0089261224,0.0058275751,0.0253239130
put,120.000000,0.400000,1.000000,0.200000,0.800000,log Chebyshev,"d1, degree=7",0.0058426825,0.0058160152,0.0048523979,0.0472691578
put,120.000000,0.400000,1.000000,0.200000,0.800000,log polynomial,"spot, degree=9",0.0095117043,0.0093831596,0.0094408721,0.1009659710
put,120.000000,0.400000,1.000000,0.400000,0.600000,log B-spline,"d1, knots=12",0.0050239699,0.0048931516,0.0062660274,0.0241712678
put,120.000000,0.400000,1.000000,0.400000,0.600000,log Chebyshev,"d1, degree=7",0.0030578614,0.0030440629,0.0186416377,0.1414389593
put,120.000000,0.400000,1.000000,0.400000,0.600000,log polynomial,"spot, degree=9",0.0055274393,0.0054341627,0.0167901394,0.1000448857
put,120.000000,0.400000,1.000000,0.600000,0.400000,log B-spline,"d1, knots=12",0.0050022545,0.0046598440,0.0045759886,0.0166816508
put,120.000000,0.400000,1.000000,0.600000,0.400000,log Chebyshev,"d1, degree=7",0.0035853274,0.0034249261,0.0033325195,0.0164401602
put,120.000000,0.400000,1.000000,0.600000,0.400000,log polynomial,"spot, degree=9",0.0053185494,0.0048467124,0.0031126049,0.0327549758
put,120.000000,0.400000,1.000000,0.800000,0.200000,log B-spline,"d1, knots=12",0.0049090405,0.0048171223,0.0019335719,0.0096239972
put,120.000000,0.400000,1.000000,0.800000,0.200000,log Chebyshev,"d1, degree=7",0.0021873231,0.0021816341,0.0039266859,0.0278574954
put,120.000000,0.400000,1.000000,0.800000,0.200000,log polynomial,"spot, degree=9",0.0038137628,0.0037504784,0.0036921225,0.0286149854
put,120.000000,0.400000,2.000000,0.400000,1.600000,log B-spline,"d1, knots=12",0.0116045273,0.0078677801,0.0095214550,0.0358594135
put,120.000000,0.400000,2.000000,0.400000,1.600000,log Chebyshev,"d1, degree=7",0.0102930097,0.0092272739,0.0186518323,0.1570185101
put,120.000000,0.400000,2.000000,0.400000,1.600000,log polynomial,"spot, degree=9",0.0128109765,0.0103184366,0.0431433667,0.2909033879
put,120.000000,0.400000,2.000000,0.800000,1.200000,log B-spline,"d1, knots=12",0.0041268264,0.0037699060,0.0062909918,0.0236536799
put,120.000000,0.400000,2.000000,0.800000,1.200000,log Chebyshev,"d1, degree=7",0.0041902635,0.0031392433,0.0063321917,0.0511942293
put,120.000000,0.400000,2.000000,0.800000,1.200000,log polynomial,"spot, degree=9",0.0088351078,0.0076678284,0.0236224528,0.1537355119
put,120.000000,0.400000,2.000000,1.200000,0.800000,log B-spline,"d1, knots=12",0.0048353284,0.0048201472,0.0067331157,0.0339645411
put,120.000000,0.400000,2.000000,1.200000,0.800000,log Chebyshev,"d1, degree=7",0.0050728626,0.0050543702,0.0150814130,0.0738886508
put,120.000000,0.400000,2.000000,1.200000,0.800000,log polynomial,"spot, degree=9",0.0052350063,0.0052041709,0.0056276332,0.0422488859
put,120.000000,0.400000,2.000000,1.600000,0.400000,log B-spline,"d1, knots=12",0.0093568142,0.0092003137,0.0057497076,0.0243566844
put,120.000000,0.400000,2.000000,1.600000,0.400000,log Chebyshev,"d1, degree=7",0.0053158417,0.0052766694,0.0180840749,0.1355741902
put,120.000000,0.400000,2.000000,1.600000,0.400000,log polynomial,"spot, degree=9",0.0090704371,0.0089531913,0.0061486054,0.0307415383
